r,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p31153,0,0,0,0.204,0.796,1.158,2.503,2.857059423,3.006676847,3.006676847,3.006676847,3.006676847,3.006676847,3.006676847,3.006676847,3.006676847,3.006676847,3.006676847,3.006676847,3.006676847,3.006676847
p31155,0,0,0,0.011,0.075,0.12,0.47,0.532377668,0.565803462,0.565803462,0.565803462,0.565803462,0.565803462,0.565803462,0.565803462,0.565803462,0.565803462,0.565803462,0.565803462,0.565803462,0.565803462
p31177,0,0,0,0.032,0.116,0.165,0.312,0.348446804,0.358764801,0.358764801,0.358764801,0.358764801,0.358764801,0.358764801,0.358764801,0.358764801,0.358764801,0.358764801,0.358764801,0.358764801,0.358764801
p27005,0.0005,0.001,0.003,0.002,0.001,0.002,0.004,0.014305734,0.015637529,0.015637529,0.015637529,0.015637529,0.015637529,0.015637529,0.015637529,0.015637529,0.015637529,0.015637529,0.015637529,0.015637529,0.015637529
p27007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27027,0.0205,0.041,0.134,0.148,0.096,0.186,0.594,2.751810095,3.350710132,3.350710132,3.350710132,3.350710132,3.350710132,3.350710132,3.350710132,3.350710132,3.350710132,3.350710132,3.350710132,3.350710132,3.350710132
p27029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p27069,0,0,0,0.001,0.001,0.001,0.002,0.009196543,0.012022351,0.012022351,0.012022351,0.012022351,0.012022351,0.012022351,0.012022351,0.012022351,0.012022351,0.012022351,0.012022351,0.012022351,0.012022351
p27071,0.00575,0.0115,0.038,0.041,0.026,0.048,0.142,0.656020082,0.808454028,0.808454028,0.808454028,0.808454028,0.808454028,0.808454028,0.808454028,0.808454028,0.808454028,0.808454028,0.808454028,0.808454028,0.808454028
p27077,0.00175,0.0035,0.011,0.011,0.007,0.011,0.034,0.154297558,0.191691716,0.191691716,0.191691716,0.191691716,0.191691716,0.191691716,0.191691716,0.191691716,0.191691716,0.191691716,0.191691716,0.191691716,0.191691716
p27087,0,0,0,0,0,0,0,0.001021838,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211
p27089,0.002,0.004,0.013,0.016,0.011,0.02,0.058,0.275896296,0.342640619,0.342640619,0.342640619,0.342640619,0.342640619,0.342640619,0.342640619,0.342640619,0.342640619,0.342640619,0.342640619,0.342640619,0.342640619
p27107,0,0,0,0.001,0.001,0.001,0.002,0.006131029,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554
p27113,0,0,0,0.001,0,0,0.001,0.002043676,0.002082421,0.002082421,0.002082421,0.002082421,0.002082421,0.002082421,0.002082421,0.002082421,0.002082421,0.002082421,0.002082421,0.002082421,0.002082421
p27119,0.00525,0.0105,0.034,0.048,0.038,0.064,0.184,0.939069245,1.237396535,1.237396535,1.237396535,1.237396535,1.237396535,1.237396535,1.237396535,1.237396535,1.237396535,1.237396535,1.237396535,1.237396535,1.237396535
p27125,0,0,0,0,0,0,0,0.001021838,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211
p27135,0.00025,0.0005,0.002,0.004,0.005,0.007,0.015,0.073572346,0.111026966,0.111026966,0.111026966,0.111026966,0.111026966,0.111026966,0.111026966,0.111026966,0.111026966,0.111026966,0.111026966,0.111026966,0.111026966
p27001,0.00025,0.0005,0.002,0.001,0.002,0.002,0.004,0.014305734,0.023061609,0.023061609,0.023061609,0.023061609,0.023061609,0.023061609,0.023061609,0.023061609,0.023061609,0.023061609,0.023061609,0.023061609,0.023061609
p27003,0.17575,0.3515,1.148,1.818,3.743,6.209,11.604,39.87008032,42.21523233,42.21523233,42.21523233,42.21523233,42.21523233,42.21523233,42.21523233,42.21523233,42.21523233,42.21523233,42.21523233,42.21523233,42.21523233
p27009,0.01525,0.0305,0.1,0.137,0.184,0.317,0.702,2.783487078,3.190491887,3.190491887,3.190491887,3.190491887,3.190491887,3.190491887,3.190491887,3.190491887,3.190491887,3.190491887,3.190491887,3.190491887,3.190491887
p27011,0.0065,0.013,0.042,0.089,0.204,0.334,0.591,1.947623484,2.013713131,2.013713131,2.013713131,2.013713131,2.013713131,2.013713131,2.013713131,2.013713131,2.013713131,2.013713131,2.013713131,2.013713131,2.013713131
p27017,0.0005,0.001,0.003,0.01,0.009,0.011,0.025,0.139991824,0.19249322,0.19249322,0.19249322,0.19249322,0.19249322,0.19249322,0.19249322,0.19249322,0.19249322,0.19249322,0.19249322,0.19249322,0.19249322
p27019,0.0015,0.003,0.01,0.024,0.029,0.057,0.117,0.584491413,0.768977654,0.768977654,0.768977654,0.768977654,0.768977654,0.768977654,0.768977654,0.768977654,0.768977654,0.768977654,0.768977654,0.768977654,0.768977654
p27021,0.00075,0.0015,0.005,0.003,0.004,0.006,0.012,0.075616022,0.107276182,0.107276182,0.107276182,0.107276182,0.107276182,0.107276182,0.107276182,0.107276182,0.107276182,0.107276182,0.107276182,0.107276182,0.107276182
p27025,0.019,0.038,0.124,0.192,0.312,0.544,1.169,4.466454485,5.022559881,5.022559881,5.022559881,5.022559881,5.022559881,5.022559881,5.022559881,5.022559881,5.022559881,5.022559881,5.022559881,5.022559881,5.022559881
p27031,0.00325,0.0065,0.021,0.026,0.017,0.034,0.105,0.491504143,0.601577585,0.601577585,0.601577585,0.601577585,0.601577585,0.601577585,0.601577585,0.601577585,0.601577585,0.601577585,0.601577585,0.601577585,0.601577585
p27035,0.00025,0.0005,0.002,0.001,0.001,0.001,0.002,0.005109191,0.005736344,0.005736344,0.005736344,0.005736344,0.005736344,0.005736344,0.005736344,0.005736344,0.005736344,0.005736344,0.005736344,0.005736344,0.005736344
p27037,0.1475,0.295,0.963,1.851,3.868,6.357,11.661,39.74848158,42.07913158,42.07913158,42.07913158,42.07913158,42.07913158,42.07913158,42.07913158,42.07913158,42.07913158,42.07913158,42.07913158,42.07913158,42.07913158
p27039,0.0075,0.015,0.049,0.068,0.092,0.162,0.368,1.472468751,1.691819435,1.691819435,1.691819435,1.691819435,1.691819435,1.691819435,1.691819435,1.691819435,1.691819435,1.691819435,1.691819435,1.691819435,1.691819435
p27041,0.04775,0.0955,0.312,0.581,1.139,1.89,3.572,12.44905399,13.30709862,13.30709862,13.30709862,13.30709862,13.30709862,13.30709862,13.30709862,13.30709862,13.30709862,13.30709862,13.30709862,13.30709862,13.30709862
p27049,0.03775,0.0755,0.247,0.42,0.795,1.318,2.525,8.860358462,9.539536641,9.539536641,9.539536641,9.539536641,9.539536641,9.539536641,9.539536641,9.539536641,9.539536641,9.539536641,9.539536641,9.539536641,9.539536641
p27051,0.003,0.006,0.02,0.024,0.017,0.036,0.119,0.553836269,0.674106375,0.674106375,0.674106375,0.674106375,0.674106375,0.674106375,0.674106375,0.674106375,0.674106375,0.674106375,0.674106375,0.674106375,0.674106375
p27053,0.831,1.662,5.426,10.368,23.009,38.031,69.854,236.7088038,248.7291882,248.7291882,248.7291882,248.7291882,248.7291882,248.7291882,248.7291882,248.7291882,248.7291882,248.7291882,248.7291882,248.7291882,248.7291882
p27057,0.0005,0.001,0.003,0.002,0.001,0.001,0.003,0.011240219,0.011983606,0.011983606,0.011983606,0.011983606,0.011983606,0.011983606,0.011983606,0.011983606,0.011983606,0.011983606,0.011983606,0.011983606,0.011983606
p27059,0.0045,0.009,0.029,0.055,0.143,0.231,0.406,1.314083841,1.375056444,1.375056444,1.375056444,1.375056444,1.375056444,1.375056444,1.375056444,1.375056444,1.375056444,1.375056444,1.375056444,1.375056444,1.375056444
p27061,0.014,0.028,0.091,0.109,0.082,0.173,0.586,2.693565322,3.233029086,3.233029086,3.233029086,3.233029086,3.233029086,3.233029086,3.233029086,3.233029086,3.233029086,3.233029086,3.233029086,3.233029086,3.233029086
p27065,0.00025,0.0005,0.002,0.001,0.002,0.002,0.004,0.014305734,0.022531317,0.022531317,0.022531317,0.022531317,0.022531317,0.022531317,0.022531317,0.022531317,0.022531317,0.022531317,0.022531317,0.022531317,0.022531317
p27067,0.0745,0.149,0.486,1.223,2.992,4.885,8.513,27.49664235,28.01952269,28.01952269,28.01952269,28.01952269,28.01952269,28.01952269,28.01952269,28.01952269,28.01952269,28.01952269,28.01952269,28.01952269,28.01952269
p27075,0.00025,0.0005,0.002,0.002,0.003,0.003,0.007,0.024524115,0.044609832,0.044609832,0.044609832,0.044609832,0.044609832,0.044609832,0.044609832,0.044609832,0.044609832,0.044609832,0.044609832,0.044609832,0.044609832
p27079,0.00025,0.0005,0.002,0.002,0.001,0.001,0.003,0.010218381,0.010942396,0.010942396,0.010942396,0.010942396,0.010942396,0.010942396,0.010942396,0.010942396,0.010942396,0.010942396,0.010942396,0.010942396,0.010942396
p27085,0.113,0.226,0.738,1.42,3.383,5.532,9.744,31.77610046,32.62722781,32.62722781,32.62722781,32.62722781,32.62722781,32.62722781,32.62722781,32.62722781,32.62722781,32.62722781,32.62722781,32.62722781,32.62722781
p27093,0.004,0.008,0.026,0.064,0.16,0.262,0.456,1.474512428,1.503527253,1.503527253,1.503527253,1.503527253,1.503527253,1.503527253,1.503527253,1.503527253,1.503527253,1.503527253,1.503527253,1.503527253,1.503527253
p27095,0.0005,0.001,0.003,0.01,0.011,0.014,0.03,0.204367627,0.298921914,0.298921914,0.298921914,0.298921914,0.298921914,0.298921914,0.298921914,0.298921914,0.298921914,0.298921914,0.298921914,0.298921914,0.298921914
p27097,0.009,0.018,0.059,0.127,0.309,0.503,0.878,2.836622661,2.89411223,2.89411223,2.89411223,2.89411223,2.89411223,2.89411223,2.89411223,2.89411223,2.89411223,2.89411223,2.89411223,2.89411223,2.89411223
p27109,0.146,0.292,0.953,1.742,4.246,6.933,12.082,39.03012938,39.77802846,39.77802846,39.77802846,39.77802846,39.77802846,39.77802846,39.77802846,39.77802846,39.77802846,39.77802846,39.77802846,39.77802846,39.77802846
p27111,0.00125,0.0025,0.008,0.006,0.004,0.005,0.012,0.039851687,0.052273618,0.052273618,0.052273618,0.052273618,0.052273618,0.052273618,0.052273618,0.052273618,0.052273618,0.052273618,0.052273618,0.052273618,0.052273618
p27115,0.00075,0.0015,0.005,0.004,0.007,0.009,0.019,0.101161975,0.14762431,0.14762431,0.14762431,0.14762431,0.14762431,0.14762431,0.14762431,0.14762431,0.14762431,0.14762431,0.14762431,0.14762431,0.14762431
p27121,0.0075,0.015,0.049,0.088,0.15,0.26,0.549,1.970103923,2.16760173,2.16760173,2.16760173,2.16760173,2.16760173,2.16760173,2.16760173,2.16760173,2.16760173,2.16760173,2.16760173,2.16760173,2.16760173
p27123,0.17425,0.3485,1.138,1.498,1.873,3.364,7.804,30.77674276,35.20748127,35.20748127,35.20748127,35.20748127,35.20748127,35.20748127,35.20748127,35.20748127,35.20748127,35.20748127,35.20748127,35.20748127,35.20748127
p27131,0.01925,0.0385,0.126,0.148,0.102,0.206,0.619,2.988876543,3.72113176,3.72113176,3.72113176,3.72113176,3.72113176,3.72113176,3.72113176,3.72113176,3.72113176,3.72113176,3.72113176,3.72113176,3.72113176
p27137,0.0105,0.021,0.069,0.077,0.055,0.086,0.236,1.101541509,1.411433658,1.411433658,1.411433658,1.411433658,1.411433658,1.411433658,1.411433658,1.411433658,1.411433658,1.411433658,1.411433658,1.411433658,1.411433658
p27139,0.05975,0.1195,0.39,0.817,1.729,2.846,5.194,17.51941481,18.36593569,18.36593569,18.36593569,18.36593569,18.36593569,18.36593569,18.36593569,18.36593569,18.36593569,18.36593569,18.36593569,18.36593569,18.36593569
p27141,0.01,0.02,0.065,0.177,0.371,0.608,1.089,3.887072263,4.286893723,4.286893723,4.286893723,4.286893723,4.286893723,4.286893723,4.286893723,4.286893723,4.286893723,4.286893723,4.286893723,4.286893723,4.286893723
p27143,0.005,0.01,0.033,0.052,0.096,0.161,0.326,1.201681646,1.33158234,1.33158234,1.33158234,1.33158234,1.33158234,1.33158234,1.33158234,1.33158234,1.33158234,1.33158234,1.33158234,1.33158234,1.33158234
p27145,0.01775,0.0355,0.116,0.14,0.108,0.198,0.506,2.318550727,2.883252627,2.883252627,2.883252627,2.883252627,2.883252627,2.883252627,2.883252627,2.883252627,2.883252627,2.883252627,2.883252627,2.883252627,2.883252627
p27147,0.04925,0.0985,0.322,0.507,0.95,1.588,3.084,10.83454974,11.61479019,11.61479019,11.61479019,11.61479019,11.61479019,11.61479019,11.61479019,11.61479019,11.61479019,11.61479019,11.61479019,11.61479019,11.61479019
p27149,0.00975,0.0195,0.064,0.13,0.254,0.438,0.848,2.872386995,3.050930738,3.050930738,3.050930738,3.050930738,3.050930738,3.050930738,3.050930738,3.050930738,3.050930738,3.050930738,3.050930738,3.050930738,3.050930738
p27151,0.04175,0.0835,0.273,0.525,1.224,2.006,3.555,11.6428237,11.97332211,11.97332211,11.97332211,11.97332211,11.97332211,11.97332211,11.97332211,11.97332211,11.97332211,11.97332211,11.97332211,11.97332211,11.97332211
p27153,0.0285,0.057,0.186,0.338,0.647,1.079,2.074,7.231548476,7.726062694,7.726062694,7.726062694,7.726062694,7.726062694,7.726062694,7.726062694,7.726062694,7.726062694,7.726062694,7.726062694,7.726062694,7.726062694
p27155,0.0035,0.007,0.023,0.034,0.07,0.116,0.214,0.730614266,0.775752658,0.775752658,0.775752658,0.775752658,0.775752658,0.775752658,0.775752658,0.775752658,0.775752658,0.775752658,0.775752658,0.775752658,0.775752658
p27157,0.015,0.03,0.098,0.121,0.155,0.266,0.606,2.39314491,2.743432399,2.743432399,2.743432399,2.743432399,2.743432399,2.743432399,2.743432399,2.743432399,2.743432399,2.743432399,2.743432399,2.743432399,2.743432399
p27159,0.006,0.012,0.039,0.044,0.032,0.065,0.219,1.032056516,1.269042012,1.269042012,1.269042012,1.269042012,1.269042012,1.269042012,1.269042012,1.269042012,1.269042012,1.269042012,1.269042012,1.269042012,1.269042012
p27163,0.17275,0.3455,1.128,2.475,5.272,8.727,15.972,54.08384877,56.84854206,56.84854206,56.84854206,56.84854206,56.84854206,56.84854206,56.84854206,56.84854206,56.84854206,56.84854206,56.84854206,56.84854206,56.84854206
p27167,0,0,0,0.001,0.001,0.001,0.002,0.006131029,0.009959303,0.009959303,0.009959303,0.009959303,0.009959303,0.009959303,0.009959303,0.009959303,0.009959303,0.009959303,0.009959303,0.009959303,0.009959303
p27169,0.01875,0.0375,0.122,0.178,0.246,0.424,0.87,3.389437091,3.874746393,3.874746393,3.874746393,3.874746393,3.874746393,3.874746393,3.874746393,3.874746393,3.874746393,3.874746393,3.874746393,3.874746393,3.874746393
p27171,0.06175,0.1235,0.403,0.747,1.526,2.592,5.108,17.48773783,18.51183607,18.51183607,18.51183607,18.51183607,18.51183607,18.51183607,18.51183607,18.51183607,18.51183607,18.51183607,18.51183607,18.51183607,18.51183607
p27023,0.0005,0.001,0.003,0.005,0.013,0.022,0.047,0.150210206,0.153057936,0.153057936,0.153057936,0.153057936,0.153057936,0.153057936,0.153057936,0.153057936,0.153057936,0.153057936,0.153057936,0.153057936,0.153057936
p27073,0.0065,0.013,0.042,0.106,0.262,0.428,0.747,2.411537997,2.457256646,2.457256646,2.457256646,2.457256646,2.457256646,2.457256646,2.457256646,2.457256646,2.457256646,2.457256646,2.457256646,2.457256646,2.457256646
p27081,0.0045,0.009,0.029,0.038,0.042,0.077,0.197,0.802142935,0.918635851,0.918635851,0.918635851,0.918635851,0.918635851,0.918635851,0.918635851,0.918635851,0.918635851,0.918635851,0.918635851,0.918635851,0.918635851
p27083,0.014,0.028,0.091,0.147,0.314,0.518,0.959,3.287253278,3.510782575,3.510782575,3.510782575,3.510782575,3.510782575,3.510782575,3.510782575,3.510782575,3.510782575,3.510782575,3.510782575,3.510782575,3.510782575
p27101,0.00825,0.0165,0.054,0.06,0.04,0.079,0.259,1.198616131,1.450956016,1.450956016,1.450956016,1.450956016,1.450956016,1.450956016,1.450956016,1.450956016,1.450956016,1.450956016,1.450956016,1.450956016,1.450956016
p27105,0.01125,0.0225,0.073,0.082,0.056,0.112,0.371,1.696251303,2.055599115,2.055599115,2.055599115,2.055599115,2.055599115,2.055599115,2.055599115,2.055599115,2.055599115,2.055599115,2.055599115,2.055599115,2.055599115
p27117,0.00325,0.0065,0.021,0.024,0.021,0.037,0.094,0.396473196,0.4686852,0.4686852,0.4686852,0.4686852,0.4686852,0.4686852,0.4686852,0.4686852,0.4686852,0.4686852,0.4686852,0.4686852,0.4686852
p27127,0.00925,0.0185,0.06,0.068,0.049,0.095,0.294,1.33656428,1.614852247,1.614852247,1.614852247,1.614852247,1.614852247,1.614852247,1.614852247,1.614852247,1.614852247,1.614852247,1.614852247,1.614852247,1.614852247
p27129,0.00925,0.0185,0.06,0.126,0.308,0.502,0.877,2.834578984,2.914832338,2.914832338,2.914832338,2.914832338,2.914832338,2.914832338,2.914832338,2.914832338,2.914832338,2.914832338,2.914832338,2.914832338,2.914832338
p27133,0.0005,0.001,0.003,0.006,0.013,0.021,0.038,0.121598738,0.123904043,0.123904043,0.123904043,0.123904043,0.123904043,0.123904043,0.123904043,0.123904043,0.123904043,0.123904043,0.123904043,0.123904043,0.123904043
p27173,0.00025,0.0005,0.002,0.004,0.009,0.015,0.027,0.086856241,0.088502888,0.088502888,0.088502888,0.088502888,0.088502888,0.088502888,0.088502888,0.088502888,0.088502888,0.088502888,0.088502888,0.088502888,0.088502888
p19009,0.00025,0.0005,0.002,0.002,0.004,0.007,0.02,0.011240219,0.011983606,0.011983606,0.011983606,0.011983606,0.011983606,0.011983606,0.011983606,0.011983606,0.011983606,0.011983606,0.011983606,0.011983606,0.011983606
p19021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19025,0.00075,0.0015,0.006,0.009,0.018,0.029,0.046,0.026567791,0.027601763,0.027601763,0.027601763,0.027601763,0.027601763,0.027601763,0.027601763,0.027601763,0.027601763,0.027601763,0.027601763,0.027601763,0.027601763
p19027,0,0,0,0,0,0,0.002,0.001021838,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211,0.001041211
p19033,0.22325,0.4465,1.673,3.164,6.406,9.75,16.52,9.524553249,9.92837521,9.92837521,9.92837521,9.92837521,9.92837521,9.92837521,9.92837521,9.92837521,9.92837521,9.92837521,9.92837521,9.92837521,9.92837521
p19035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19041,0.00025,0.0005,0.002,0.002,0.004,0.007,0.016,0.009196543,0.009901186,0.009901186,0.009901186,0.009901186,0.009901186,0.009901186,0.009901186,0.009901186,0.009901186,0.009901186,0.009901186,0.009901186,0.009901186
p19047,0.0005,0.001,0.004,0.006,0.009,0.015,0.044,0.024524115,0.025519342,0.025519342,0.025519342,0.025519342,0.025519342,0.025519342,0.025519342,0.025519342,0.025519342,0.025519342,0.025519342,0.025519342,0.025519342
p19059,0.0355,0.071,0.266,0.483,0.978,1.504,2.885,1.695229465,1.779336681,1.779336681,1.779336681,1.779336681,1.779336681,1.779336681,1.779336681,1.779336681,1.779336681,1.779336681,1.779336681,1.779336681,1.779336681
p19063,0.00025,0.0005,0.002,0.002,0.002,0.003,0.011,0.006131029,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554,0.006777554
p19069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19081,0.00175,0.0035,0.013,0.026,0.059,0.085,0.04,0.024524115,0.026579925,0.026579925,0.026579925,0.026579925,0.026579925,0.026579925,0.026579925,0.026579925,0.026579925,0.026579925,0.026579925,0.026579925,0.026579925
p19085,0.0115,0.023,0.086,0.204,0.475,0.646,0.194,0.127729767,0.14340859,0.14340859,0.14340859,0.14340859,0.14340859,0.14340859,0.14340859,0.14340859,0.14340859,0.14340859,0.14340859,0.14340859,0.14340859
p19091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19093,0.00075,0.0015,0.006,0.007,0.015,0.024,0.07,0.039851687,0.041137499,0.041137499,0.041137499,0.041137499,0.041137499,0.041137499,0.041137499,0.041137499,0.041137499,0.041137499,0.041137499,0.041137499,0.041137499
p19109,0.027,0.054,0.202,0.396,0.838,1.165,0.768,0.461870837,0.49714169,0.49714169,0.49714169,0.49714169,0.49714169,0.49714169,0.49714169,0.49714169,0.49714169,0.49714169,0.49714169,0.49714169,0.49714169
p19119,0.00075,0.0015,0.006,0.007,0.017,0.024,0.046,0.025545953,0.027090844,0.027090844,0.027090844,0.027090844,0.027090844,0.027090844,0.027090844,0.027090844,0.027090844,0.027090844,0.027090844,0.027090844,0.027090844
p19129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p19133,0.00025,0.0005,0.002,0.002,0.004,0.005,0.015,0.008174705,0.008329684,0.008329684,0.008329684,0.008329684,0.008329684,0.008329684,0.008329684,0.008329684,0.008329684,0.008329684,0.008329684,0.008329684,0.008329684
